Nombre	Edad	Email	Teléfono	Educación	Ocupación	Años de experiencia	Estado civil	Hijos	RFC	CURP	Entidad	Salario mensual
ABDENAGO ARROYOS ESCANDON	43	b.hun0@gmail.com	588-2188-12	Secundaria	Vendedor	10	Soltero	0	AOEA6111198I9	AOEA611119HCHRSB09	CHIHUAHUA	33170.0
ABDENAGO MEDECIGO DE LA CRUZ	49	e.roger5@randatmail.com	504-3363-00	Secundaria	Auditor	5	Soltero	5	MECA680501N30	MECA680501HHGDRB01	HIDALGO	11526.0
ABDENEGO PONCE LEON	46	a.wrigh0@gmail.com	894-3864-57	Primaria	Veterinario	8	Soltero	0	POLA600319LC8	POLA600319HGRNNB07	GUERRERO	30078.0
ABDERI FLORES MARQUEZ	47	m.thoma0@randatmail.com	164-8863-97	Primaria	Vendedor	10	Soltero	0	FOMA650816187	FOMA650816HTLLRB18	TLAXCALA	11526.0
ABDEVILIA GOMEZ VAZQUEZ	41	b.myer4@gmail.com	011-9534-08	Secundaria	Ingeniero	0	Casado	4	GOVA640702KU3	GOVA640702MZSMZB13	ZACATECAS	17710.0
ABDI RAMIRO SAMANIEGO GONZALEZ	47	p.bennet4@gmail.com	919-2461-09	Secundaria	Actor	9	Soltero	4	SAGA8310203S4	SAGA831020HNTMNB07	NAYARIT	42446.0
ABDIANE RAMOS LOPEZ	52	a.hun2@yahoo.com	534-6044-70	Primaria	Economista	8	Casado	2	RALA790429U41	RALA790429MPLMPB09	TLAXCALA	14618.0
ABDIAS BALDERAS RECENDIZ	46	c.kelle5@yahoo.com	093-3317-51	Doctorado	Agrónomo	8	Casado	5	BARA6407228X4	BARA640722HSPLCB02	SAN LUIS POTOSI	42026.4
ABDIAS GARCIA ANGELES	45	c.morri1@gmail.com	763-4315-12	Doctorado	Químico	11	Soltero	1	GAAA631119DZ0	GAAA631119MHGRNB09	HIDALGO	58104.8
ABDIAS GUERRERO DIAZ	45	a.armstron3@randatmail.com	867-2416-52	Primaria	Astrónomo	1	Casado	3	GUDA571119HW5	GUDA571119HGRRZB09	GUERRERO	5342.0
ABDIAS GUTIERREZ CATALAN	46	a.coope1@outlook.com	197-5741-31	Primaria	Médico	6	Soltero	1	GUCA651119JY2	GUCA651119HGRTTB01	DISTRITO FEDERAL	26986.0
ABDIAS HERNANDEZ LOPEZ	50	p.gibso5@outlook.com	782-8538-22	Secundaria	Arqueólogo	8	Soltero	5	HELA800511M99	HELA800511HCSRPB03	CHIAPAS	39354.0
ABDIAS HERNANDEZ MORALES	48	t.russel5@yahoo.com	462-9190-26	Licenciatura	Conductor	2	Soltero	5	HEMA651201LV4	HEMA651201HGRRRB01	GUERRERO	38512.0
ABDIAS JIMENEZ VILLANUEVA	51	h.barret0@gmail.com	082-2597-25	Secundaria	Productor	6	Casado	0	JIVA690202PI2	JIVA690202HGRMLB06	GUERRERO	30078.0
ABDIAS PEREZ AHUATZI	44	j.stewar4@gmail.com	391-6359-02	Licenciatura	Agrónomo	3	Casado	4	PEAA660908C22	PEAA660908HTLRHB08	TLAXCALA	16868.0
ABDIAS SALINAS MONTES	52	e.montgomer0@gmail.com	377-6059-73	Licenciatura	Conductor	3	Casado	0	SAMA740124IE8	SAMA740124HGRLNB03	GUERRERO	26144.0
ABDIAS VELAZQUEZ ORTEGA	44	c.lloy1@outlook.com	097-1751-68	Maestría	Intérprete	7	Casado	1	VEOA6609015L1	VEOA660901HQTLRB01	QUERETARO	38006.8
ABDIAS VERDUGO RODRIGUEZ	46	a.spence2@yahoo.com	551-7118-88	Secundaria	Joyero	3	Casado	2	VERA781111IW4	VERA781111HCSRDB05	CHIAPAS	23894.0
ABDIEL ALEMAN HERNANDEZ	51	p.perr1@outlook.com	052-8648-65	Maestría	Farmacéutico	3	Soltero	1	AEHA640830739	AEHA640830MASLRB06	AGUSCALIENTES	42026.4
ABDIEL ARMENDARIZ CORREA	45	k.clar4@gmail.com	083-9790-95	Secundaria	Carpintero	9	Soltero	4	AECA840428DQA	AECA840428HCLRRB09	COAHUILA	36262.0
ABDIEL BENITEZ ALVARADO	52	d.morriso2@gmail.com	248-6184-50	Maestría	Astrónomo	5	Casado	2	BEAA890311C33	BEAA890311HTLNLB09	HIDALGO	21928.4
ABDIEL CAMPOS ABUNDIS	47	a.mille5@randatmail.com	818-5814-73	Licenciatura	Astrónomo	12	Soltero	5	CAAA670618QB9	CAAA670618HGRMBB08	DISTRITO FEDERAL	10684.0
ABDIEL ELIEZER TORRES GALLEGOS	47	k.thompso4@randatmail.com	575-0640-92	Secundaria	Geólogo	6	Casado	4	TOGA800205IU2	TOGA800205HNLRLB00	NUEVO LEON	36262.0
ABDIEL GARCIA ESCOBEDO	51	j.watso3@outlook.com	077-3937-69	Doctorado	Trabajador social	3	Casado	3	GAEA850628LP4	GAEA850628HHGRSB03	ZACATECAS	13889.2
ABDIEL GUADALUPE DE LEON GARZA	50	l.johnso5@hotmail.com	915-3007-11	Doctorado	Bailarín	1	Soltero	5	LEGA591212MG4	LEGA591212HNLNRB06	NUEVO LEON	54085.200000000004
ABDIEL GUADALUPE RUBIO BAUTISTA	44	m.walke0@yahoo.com	632-0423-48	Secundaria	Astrónomo	9	Soltero	0	RUBA840713HH5	RUBA840713HDFBTB00	HIDALGO	20802.0
ABDIEL GUERRERO ALMANZA	52	v.gra4@yahoo.com	390-1672-91	Primaria	Médico	3	Soltero	4	GUAA8406081R2	GUAA840608HTSRLB06	TAMAULIPAS	26986.0
ABDIEL HECTOR GALLARDO ROJAS	42	m.harri1@hotmail.com	727-2677-29	Maestría	Trabajador social	7	Casado	1	GARA870104S30	GARA870104HMSLJB06	MORELOS	42026.4
ABDIEL IDAN DIAZ PARRA	45	j.chapma4@gmail.com	764-3659-72	Primaria	Farmacéutico	6	Soltero	4	DIPA8809072V8	DIPA880907HCHZRB09	CHIHUAHUA	8434.0
ABDIEL IGNACIO MATIAS	51	h.andrew5@outlook.com	086-3889-86	Doctorado	Productor	5	Soltero	5	IAMA810326KXA	IAMA810326HGRGTB03	GUERRERO	25948.0
ABDIEL ISAI VALLE MOLINA	48	d.farrel1@hotmail.com	831-1286-24	Doctorado	Diseñador de interiores	11	Soltero	1	VAMA8410123L3	VAMA841012HMSLLB02	MORELOS	38006.8
ABDIEL IVAN GONZALEZ GONGORA	48	c.ree2@gmail.com	706-2006-93	Maestría	Peluquero	4	Casado	2	GOGA8201034S8	GOGA820103HYNNNB06	YUCATAN	5850.0
ABDIEL JANAHI ADRIAN ORTEGA	41	n.well3@hotmail.com	485-7008-71	Licenciatura	Fotógrafo	2	Soltero	3	AIOA850208HF0	AIOA850208HSPDRB08	SAN LUIS POTOSI	38512.0
ABDIEL LOAEZA VAZQUEZ	49	n.ree3@randatmail.com	435-6515-53	Primaria	Agrónomo	6	Soltero	3	LOVA680526PC0	LOVA680526HGRZZB05	GUERRERO	33170.0
ABDIEL MACIEL MORAN	48	v.robinso1@yahoo.com	903-1093-83	Maestría	Periodista	11	Casado	1	MAMA750926CL6	MAMA750926HCMCRB09	COLIMA	13889.2
ABDIEL OTERO VELAZQUEZ	41	r.coope0@outlook.com	862-5383-49	Primaria	Geólogo	5	Casado	0	OEVA7301298W3	OEVA730129HHGTLB03	HIDALGO	17710.0
ABDIEL PERALTA MORENO	45	n.harpe1@outlook.com	176-4745-81	Doctorado	Agrónomo	10	Casado	1	PEMA7709246Q3	PEMA770924HGRRRB07	GUERRERO	21928.4
ABDIEL PEREZ ALAMILLA	51	n.harri1@randatmail.com	518-4712-34	Primaria	Cantante	13	Casado	1	PEAA600813UB7	PEAA600813HHGRLB07	HIDALGO	14618.0
ABDIEL PEREZ RODRIGUEZ	44	a.phillip0@outlook.com	727-7151-79	Primaria	Diseñador gráfico	2	Casado	0	PERA630202HX2	PERA630202HTSRDB08	GUANAJUATO	2250.0
ABDIEL RAMIREZ MORENO	49	g.sulliva3@randatmail.com	254-7968-06	Primaria	Agrónomo	10	Soltero	3	RAMA821127RR6	RAMA821127HHGMRB04	HIDALGO	17710.0
ABDIEL RANGEL GARCIA	50	b.harri3@randatmail.com	846-2695-51	Doctorado	Actor	10	Soltero	3	RAGA880711IP3	RAGA880711HQTNRB03	QUERETARO	50065.6
ABDIEL RODRIGUEZ CRUZ	50	a.brow3@randatmail.com	594-5406-58	Doctorado	Arquitecto	4	Casado	3	ROCA570511EE6	ROCA570511HSPDRB09	SAN LUIS POTOSI	17908.8
ABDIEL RUFINO GONZALEZ	48	v.harri1@hotmail.com	157-7465-94	Secundaria	Geólogo	0	Soltero	1	RUGA6306059C2	RUGA630605HDFFNB02	DISTRITO FEDERAL	14618.0
ABDIEL SERRANO SOTELO	47	e.johnsto1@randatmail.com	981-9121-89	Primaria	Profesor	2	Soltero	1	SESA8503017M3	SESA850301HASRTB04	AGUSCALIENTES	14618.0
ABDIEL TEPAL RIVERA	50	k.harpe1@yahoo.com	188-5402-14	Licenciatura	Agrónomo	1	Casado	1	TERA791203TEA	TERA791203HTCPVB09	TABASCO	13776.0
ABDIEL VILLANUEVA PROCTOR	51	p.richard3@gmail.com	752-1679-98	Primaria	Físico	14	Soltero	3	VIPA821206A17	VIPA821206HTSLRB06	TAMAULIPAS	23894.0
ABDO EDWYN RAMOS Y FLOTA	47	r.cunningha2@gmail.com	213-0482-69	Doctorado	Mecánico	11	Casado	2	RAFA790101PR6	RAFA790101HTLMLB02	TLAXCALA	58104.8
ABDON ABEL GALLARDO LOPEZ	42	c.wrigh5@yahoo.com	559-8249-56	Licenciatura	Compositor	6	Casado	5	GALA510730ATA	GALA510730HGRLPB08	DISTRITO FEDERAL	19960.0
ABDON ALBERTO RAMOS VILLALOBOS	45	a.elliot4@gmail.com	321-9072-06	Secundaria	Trabajador social	6	Soltero	4	RAVA880122FM3	RAVA880122HASMLB02	NUEVO LEON	30078.0
ABDON ALEJANDRO LARA ANCONA	52	s.hil2@yahoo.com	879-2817-44	Secundaria	Profesor	8	Casado	2	LAAA8108216S4	LAAA810821HYNRNB06	YUCATAN	8434.0
ABDON ALVARADO CASTRO	47	r.phillip5@outlook.com	986-5212-40	Secundaria	Astrónomo	1	Soltero	5	AACA610322NJ6	AACA610322HTSLSB06	TAMAULIPAS	2250.0
ABDON AVILA RODRIGUEZ	43	j.mitchel4@gmail.com	985-6824-32	Secundaria	Panadero	4	Soltero	4	AIRA600215RS3	AIRA600215HZSVDB08	ZACATECAS	39354.0
ABDON CASTILLO GUILLEN	53	p.montgomer5@gmail.com	494-6447-70	Maestría	Botánico	14	Casado	5	CAGX5207306D3	CXGA520730HSPSLB00	SAN LUIS POTOSI	38006.8
ABDON CHAVEZ ABREGO	50	s.mitchel1@gmail.com	508-1632-62	Maestría	Arqueólogo	4	Casado	1	CAAA650730NB9	CAAA650730HGRHBB00	GUERRERO	13889.2
ABDON CORRAL BLANCO	47	d.carrol3@hotmail.com	192-7778-71	Secundaria	Bailarín	2	Casado	3	COBA700105GT6	COBA700105HCLRLB06	DURANGO	8434.0
ABDON DE LA TORRE GAMBOA	42	p.lloy5@gmail.com	165-0670-58	Maestría	Diseñador de moda	3	Casado	5	TOGA500730S19	TOGA500730HZSRMB09	CHIHUAHUA	13889.2
ABDON DIAZ CORONADO	50	h.perkin2@outlook.com	506-2571-20	Secundaria	Diseñador gráfico	4	Soltero	2	DICA830707UR3	DICA830707HSPZRB15	SAN LUIS POTOSI	14618.0
ABDON FERNANDO DAVILA MARTOS	48	c.farrel2@hotmail.com	235-5957-57	Doctorado	Intérprete	7	Soltero	2	DAMA731014738	DAMA731014HDFVRD01	DISTRITO FEDERAL	29967.600000000002
ABDON FRANCISCO HERNANDEZ ESCALERA	48	g.col4@yahoo.com	216-1332-93	Maestría	Arquitecto	12	Casado	4	HEEA5607308AA	HEEA560730HCHRSB14	NUEVO LEON	13889.2
ABDON FRANCO GONZALEZ	47	s.marti5@gmail.com	346-6302-16	Secundaria	Peluquero	10	Soltero	5	FAGA760730K14	FAGA760730HDFRNB09	DISTRITO FEDERAL	42446.0
ABDON GONZALEZ VILLANUEVA	47	a.holme3@randatmail.com	457-5725-31	Licenciatura	Diseñador gráfico	2	Soltero	3	GOVA600429CK6	GOVA600429HGTNLB06	GUANAJUATO	16868.0
ABDON GRANADOS LOPEZ	42	r.steven1@hotmail.com	798-2711-19	Doctorado	Agrónomo	6	Soltero	1	GALA870402928	GALA870402HGTRPB06	GUANAJUATO	42026.4
ABDON GUTIERREZ ESPINO	44	s.jone1@hotmail.com	121-2194-25	Licenciatura	Carpintero	1	Soltero	1	GUEA720728G43	GUEA720728HGTTSB19	GUANAJUATO	16868.0
ABDON GUZMAN LECHUGA	43	e.rya1@gmail.com	668-6931-89	Maestría	Diseñador gráfico	6	Soltero	1	GULA6105294J1	GULA610529HHGZCB04	HIDALGO	21928.4
ABDON MATA QUINTERO	43	t.dougla0@hotmail.com	065-2591-60	Primaria	Químico	2	Soltero	0	MAQA7008145D3	MAQA700814HTSTNB05	TAMAULIPAS	33170.0
ABDON MONTERRUBIO HERNANDEZ	51	t.parke3@yahoo.com	292-1696-46	Secundaria	Abogado	13	Soltero	3	MOHA710121D41	MOHA710121HVZNRB00	HIDALGO	26986.0
ABDON PINEDO GARCIA	52	a.perkin1@randatmail.com	000-0353-58	Secundaria	Botánico	14	Soltero	1	PIGA650421N46	PIGA650421HZSNRB06	ZACATECAS	8434.0
ABDON RAMIREZ CABELLO	52	c.murph4@randatmail.com	266-1685-62	Licenciatura	Periodista	8	Casado	4	RACA540730636	RACA540730HDFMBB01	DISTRITO FEDERAL	19960.0
ABDON RODRIGUEZ BARRAZA	48	h.owen4@hotmail.com	057-9950-72	Primaria	Piloto de avión	2	Soltero	4	ROBX680902G51	RXBA680902HTSDRB07	TAMAULIPAS	2250.0
ABDON RODRIGUEZ CARMONA	52	a.lloy4@hotmail.com	734-0731-86	Secundaria	Panadero	8	Soltero	4	ROCA801010AR1	ROCA801010HCLDRB17	COAHUILA	33170.0
ABDON RODRIGUEZ LOPEZ	49	e.payn2@yahoo.com	223-3408-27	Maestría	Asegurador	4	Casado	2	ROLA630730CM0	ROLA630730HGTDPB13	GUANAJUATO	54085.200000000004
ABDON RODRIGUEZ RUBIO	45	d.steven1@outlook.com	046-1999-98	Maestría	Diseñador gráfico	0	Soltero	1	RORA530227D37	RORA530227HDGDBB04	COAHUILA	58104.8
ABDON SOTO VILLARREAL	47	m.camero2@yahoo.com	527-0977-97	Licenciatura	Veterinario	11	Casado	2	SOVA550825987	SOVA550825HDGTLB03	DURANGO	26144.0
ABDON TINAJERO MARTINEZ	44	l.thompso1@hotmail.com	168-0343-64	Secundaria	Carpintero	10	Soltero	1	TIMA4707303Q6	TIMA470730HSPNRB03	DISTRITO FEDERAL	5342.0
ABDON URIEL PADILLA GARCIA	43	t.gra1@gmail.com	630-0989-77	Doctorado	Economista	2	Soltero	1	PAGA860506IV8	PAGA860506HQTDRB02	ZACATECAS	50065.6
ABDREI MONTER RAMIREZ	52	a.thompso5@hotmail.com	331-8385-02	Secundaria	Diseñador de moda	13	Soltero	5	MORA741215VA5	MORA741215HHGNMB05	HIDALGO	42446.0
ABDUL AMHED CASTILLO AMADOR	44	j.howar0@yahoo.com	357-5706-03	Primaria	Mecánico	8	Casado	0	CAAA8001165P0	CAAA800116HQTSMB06	HIDALGO	39354.0
ABDUL BASILIO RIVERA ESCOBAR	44	t.barne2@gmail.com	890-7638-30	Secundaria	Arqueólogo	6	Casado	2	RIEA580629874	RIEA580629HHGVSB05	SAN LUIS POTOSI	33170.0
ABDUL ESAU ALONSO RUIZ	42	t.hamilto5@outlook.com	177-1766-00	Secundaria	Chef	2	Casado	5	AORA810119HPA	AORA810119HMSLZB04	MORELOS	20802.0
ABDUL HAMID GALVAN CORAL	53	h.mitchel0@gmail.com	972-1591-03	Doctorado	Diseñador de moda	1	Soltero	0	GACA741107RU5	GACA741107HZSLRB02	ZACATECAS	33987.200000000004
ABDUL JABAR PERALTA MORENO	42	a.armstron3@yahoo.com	871-2642-72	Doctorado	Joyero	1	Casado	3	PEMA800328DD0	PEMA800328HGRRRB12	GUERRERO	25948.0
ABDUL PEREZ REDONDO	53	j.elliot5@hotmail.com	681-8245-34	Doctorado	Botánico	7	Casado	5	PERA7009169Q3	PERA700916HHGRDB09	HIDALGO	17908.8
ABDUL ULISES GORBEA GARCIA	51	d.brow4@gmail.com	609-4493-29	Secundaria	Cocinero	3	Soltero	4	GOGA720916LP6	GOGA720916HDFRRB02	DISTRITO FEDERAL	33170.0
ABDULA RAGNAR ARMENDARIZ LEON	41	a.foste3@randatmail.com	691-2012-80	Maestría	Científico	7	Casado	3	AELA860421JX1	AELA860421HDFRNB01	BAJA CALIFORNIA	29967.600000000002
ABDULIA ALCUDIA DE LA CRUZ	52	r.ferguso2@outlook.com	812-0472-99	Primaria	Programador	3	Soltero	2	AUCA7712097C4	AUCA771209MTCLRB09	TABASCO	33170.0
ABDULIO CASTRO ADAME	52	e.hamilto2@outlook.com	900-7093-73	Doctorado	Científico	2	Casado	2	CAAA560905ET4	CAAA560905HDGSDB09	GUERRERO	46046.0
ABDULIO SANCHEZ SALINAS	50	m.elli0@yahoo.com	205-0557-99	Primaria	Artista plástico	9	Casado	0	SASA640905584	SASA640905HNLNLB09	NUEVO LEON	5342.0
ABDULIO SIERRA DOMINGUEZ	44	a.scot0@randatmail.com	063-3782-79	Primaria	Oficial de policía	1	Soltero	0	SIDA590905J56	SIDA590905HDGRMB09	BAJA CALIFORNIA SUR	42446.0
ABDULL AMED RAMIREZ ACOSTA	47	m.gibso4@yahoo.com	132-0859-10	Secundaria	Electricista	4	Casado	4	RAAA851105II6	RAAA851105HNLMCB07	NUEVO LEON	42446.0
ABDY ZABBDIEL MENA ALCALA	52	c.watso4@outlook.com	376-5665-99	Secundaria	Veterinario	0	Soltero	4	MEAA841105I97	MEAA841105MCLNLB06	COAHUILA	39354.0
ABED AXAYACTZIN MORA ESQUIVEL	46	s.farrel2@outlook.com	678-3204-08	Doctorado	Peluquero	5	Casado	2	MOEA8510213N6	MOEA851021HNTRSB19	NAYARIT	21928.4
ABED LEVI VALENCIA CASTILLO	41	a.perr5@yahoo.com	577-0517-63	Licenciatura	Químico	5	Soltero	5	VACX9001097B3	VACA900109HTSLSB00	TAMAULIPAS	19960.0
ABEDNEGO VELA MOLINA	48	s.anderso5@randatmail.com	490-5668-30	Secundaria	Conductor	2	Soltero	5	VEMA801111L73	VEMA801111HGRLLB02	GUERRERO	39354.0
ABEDOY GOMEZ JUANA	46	p.davi3@hotmail.com	309-1014-34	Secundaria	Científico	1	Casado	3	AEGJ680524000	AEGJ680524MVZBMN04	MEXICO	26986.0
ABEILLE HERNANDEZ FORTINO	47	v.kelle2@gmail.com	961-4350-47	Licenciatura	Matemático	9	Soltero	2	AEHF720812L84	AEHF720812HPLBRR00	PUEBLA	4500.0
ABEILLE SANCHEZ FLORENCIO	43	h.taylo4@outlook.com	659-0129-18	Maestría	Agrónomo	6	Casado	4	AESF710314UD5	AESF710314HPLBNL09	PUEBLA	54085.200000000004
ABEL  DOMINGUEZ  RAMIREZ	52	o.brow3@outlook.com	783-4075-60	Secundaria	Científico	12	Soltero	3	DORA721115AK3	DORA721115HTCMMB02	TABASCO	26986.0
ABEL ABDON MU!OZ LOPEZ	51	j.kell2@randatmail.com	764-2837-06	Maestría	Peluquero	5	Soltero	2	MULX550730HM8	MXLA550730HGRXPB05	GUERRERO	5850.0
ABEL ABURTO VAZQUEZ	52	o.tucke5@gmail.com	395-6714-99	Doctorado	Físico	12	Soltero	5	AUVA671002HN1	AUVA671002HGRBZB08	GUERRERO	33987.200000000004
ABEL ADAME TELESFORO	42	c.parke1@yahoo.com	619-1196-45	Licenciatura	Carpintero	1	Casado	1	AATA740812GC5	AATA740812HGRDLB06	GUERRERO	32328.0
ABEL ADAN OCAMPO	48	j.perkin0@gmail.com	918-5449-04	Licenciatura	Profesor	6	Casado	0	AAOA570905IE9	AAOA570905HMSDCB05	MORELOS	26144.0
ABEL ADOLFO PEREZ CERDA	43	j.watso5@gmail.com	708-8905-14	Primaria	Conferencista	0	Casado	5	PECA730820AK4	PECA730820HCLRRB06	COAHUILA	5342.0
ABEL ADONIRAM SALAS GALICIA	50	a.farrel2@randatmail.com	638-4942-48	Secundaria	Fotógrafo	6	Soltero	2	SAGA7803292E3	SAGA780329HCLLLB08	GUANAJUATO	42446.0
ABEL ADRIAN RAMIREZ OCHOA	47	e.holme0@yahoo.com	211-5111-20	Licenciatura	Científico	10	Soltero	0	RAOA740409SH9	RAOA740409HSRMCB03	BAJA CALIFORNIA SUR	44696.0
ABEL AGUILAR MARMOLEJO	45	m.camero3@randatmail.com	815-2732-72	Licenciatura	Gerente	3	Casado	3	AUMA6404055W1	AUMA640405HZSGRB09	AGUSCALIENTES	19960.0
ABEL AGUILAR MIRANDA	45	c.wilso0@yahoo.com	165-7545-38	Licenciatura	Agrónomo	9	Soltero	0	AUMA590805NQ3	AUMA590805HVZGRB00	VERACRUZ	19960.0
ABEL AGUSTIN REYES	45	w.maso4@outlook.com	303-9526-82	Primaria	Químico	4	Soltero	4	AURA650312U72	AURA650312HCSGYB08	CHIAPAS	17710.0
ABEL ALANIS DELGADO	42	a.mille4@yahoo.com	616-8485-81	Maestría	Florista	8	Soltero	4	AADA5809272U8	AADA580927HMNLLB06	MEXICO	46046.0
ABEL ALBARRAN ALQUICIRA	46	a.sulliva5@yahoo.com	904-6447-46	Licenciatura	Profesor	3	Soltero	5	AAAA611107BJ4	AAAA611107HGRLLB09	GUERRERO	41604.0
ABEL ALBINO TORRES	53	r.baile5@randatmail.com	270-9937-92	Doctorado	Físico	15	Casado	5	AITA641202P36	AITA641202HGRLRB00	GUERRERO	33987.200000000004
ABEL ALCUDIA ULIN	42	m.howar3@randatmail.com	267-3872-38	Licenciatura	Científico	9	Soltero	3	AUUA681111TU8	AUUA681111HTCLLB07	TABASCO	35420.0
ABEL ALEJANDRO CUEVAS HERNANDEZ	46	s.carrol4@outlook.com	228-8201-08	Licenciatura	Vendedor	1	Soltero	4	CUHA750708DH2	CUHA750708HVZVRB02	VERACRUZ	29236.0
ABEL ALEJANDRO ENCINIA BAZALDUA	50	b.dixo2@randatmail.com	657-9138-33	Maestría	Meteorólogo	3	Casado	2	EIBA7908253X4	EIBA790825HNLNZB03	NUEVO LEON	5850.0
ABEL ALEJANDRO GARZA MEDELLIN	46	a.hamilto3@gmail.com	706-1939-11	Maestría	Vendedor	8	Casado	3	GAMA620315N30	GAMA620315HCLRDB01	COAHUILA	9869.6
ABEL ALEJANDRO MENDOZA RAMOS	53	c.jone0@hotmail.com	126-9793-36	Maestría	Cantante	12	Casado	0	MERA830324IV9	MERA830324HTLNMB00	TLAXCALA	38006.8
ABEL ALEJANDRO TORRES CARDENAS	43	j.owen1@hotmail.com	236-8112-45	Maestría	Conferencista	2	Casado	1	TOCA790128FR4	TOCA790128HNLRRB07	NUEVO LEON	46046.0
ABEL ALFONSO GONZALEZ PEREZ	44	a.case0@outlook.com	171-2119-57	Maestría	Bailarín	1	Casado	0	GOPA600108RLA	GOPA600108HSLNRB09	SINALOA	5850.0
ABEL ALFREDO PEREZ TREJO	48	j.evan4@hotmail.com	054-1412-32	Secundaria	Astrónomo	0	Soltero	4	PETA640703MH1	PETA640703HYNRRB00	YUCATAN	30078.0
ABEL ALMANZA BETANCOURT	44	d.morga2@yahoo.com	507-3616-80	Doctorado	Agrónomo	5	Soltero	2	AABA860523AH8	AABA860523HNLLTB19	ZACATECAS	58104.8
ABEL ALTAMIRANO RAMIREZ	41	r.johnso3@randatmail.com	712-9189-78	Secundaria	Productor	6	Soltero	3	AARA790830NMA	AARA790830HNTLMB06	NAYARIT	5342.0
ABEL AMADO BALCAZAR D MARCOS	53	v.william5@yahoo.com	972-1905-72	Maestría	Matemático	10	Soltero	5	BADA5407301P9	BADA540730HGRLXB05	GUERRERO	29967.600000000002
ABEL ANGEL ARZOLA MENDEZ	42	k.parke2@yahoo.com	959-3781-66	Primaria	Oficial de policía	2	Soltero	2	AOMA760530K10	AOMA760530HOCRNB04	DISTRITO FEDERAL	8434.0
ABEL ANGEL CABRERA OLMEDO	43	l.baile4@randatmail.com	520-6227-07	Secundaria	Cantante	0	Soltero	4	CAOA811202VC2	CAOA811202HOCBLB02	VERACRUZ	8434.0
ABEL ANGEL FERNANDEZ JUAREZ	44	c.robert3@outlook.com	239-8621-21	Doctorado	Diseñador gráfico	1	Soltero	3	FEJA7710021W5	FEJA771002HHGRRB03	HIDALGO	5850.0
ABEL ANGUIANO VILLA	48	p.spence5@hotmail.com	582-0351-03	Primaria	Cantante	8	Casado	5	AUVA480323HG0	AUVA480323HDGNLB14	BAJA CALIFORNIA SUR	30078.0
ABEL ANTONIO CADENA SIMONS	46	s.montgomer0@outlook.com	157-0921-32	Licenciatura	Veterinario	9	Soltero	0	CASA690709I20	CASA690709HVZDMB09	VERACRUZ	44696.0
ABEL ANTONIO JIMENEZ SALCEDO	42	j.hamilto3@hotmail.com	391-3636-65	Doctorado	Contador	1	Soltero	3	JISA700117U44	JISA700117HDFMLB02	DISTRITO FEDERAL	54085.200000000004
ABEL ANTONIO PANTOJA CRUZ	45	e.alle1@yahoo.com	729-9453-02	Maestría	Veterinario	7	Casado	1	PACA7312253T7	PACA731225HTSNRB04	TAMAULIPAS	29967.600000000002
ABEL ANTONIO PEREZ SANCHEZ	48	d.thoma0@gmail.com	932-1557-87	Secundaria	Asegurador	0	Casado	0	PESA610527AR3	PESA610527HTCRNB02	TABASCO	23894.0
ABEL ANTONIO PUC DENIS	44	a.barne3@randatmail.com	128-1112-61	Doctorado	Profesor	2	Casado	3	PUDA750502BM6	PUDA750502HYNCNB07	YUCATAN	17908.8
ABEL APODACA REYES	52	k.mitchel3@yahoo.com	961-3964-76	Doctorado	Veterinario	4	Soltero	3	AORA660802C29	AORA660802HCHPYB04	CHIHUAHUA	21928.4
ABEL ARELLANO DIAZ	41	b.holme5@randatmail.com	718-7379-80	Secundaria	Arquitecto	7	Soltero	5	AEDA6408059R3	AEDA640805HGRRZB02	GUERRERO	42446.0
ABEL ARELLANO JUAREZ	44	a.montgomer4@gmail.com	014-9737-51	Maestría	Físico	4	Soltero	4	AEJA640126N28	AEJA640126HBCRRB07	BAJA CALIFORNIA	29967.600000000002
ABEL AREVALO LARA	45	o.coope1@yahoo.com	438-5822-38	Maestría	Arqueólogo	4	Soltero	1	AELA570614V59	AELA570614HNLRRB05	NUEVO LEON	5850.0
ABEL ARGUELLO MORALES	49	a.watso5@gmail.com	559-1324-70	Licenciatura	Vendedor	7	Soltero	5	AUMA501110324	AUMA501110HNLRRB00	NUEVO LEON	23052.0
ABEL ARIAS ARIAS	45	c.sulliva1@outlook.com	418-8995-54	Licenciatura	Matemático	9	Soltero	1	AIAA590715QU8	AIAA590715HGRRRB04	GUERRERO	44696.0
ABEL ARIAS OLIVA	45	s.phillip4@randatmail.com	132-6310-71	Doctorado	Conferencista	8	Casado	4	AIOA7504065G5	AIOA750406HTCRLB08	TABASCO	46046.0
ABEL ARIEL ESCALANTE CANTUA	42	o.kell3@yahoo.com	099-1806-16	Secundaria	Panadero	4	Soltero	3	EACA801209263	EACA801209HSRSNB02	SONORA	33170.0
ABEL ARIZMENDI BARRIOS	48	j.payn1@randatmail.com	466-2843-98	Primaria	Electricista	8	Casado	1	AIBA4508053P9	AIBA450805HMSRRB05	DISTRITO FEDERAL	11526.0
ABEL ARREGUIN LOPEZ	44	d.bake5@hotmail.com	894-7239-90	Primaria	Gerente	2	Soltero	5	AELA600406GN0	AELA600406HGTRPB09	GUANAJUATO	17710.0
